question,answer,context,task_category,source
"Ọmọ ogún kan, Ajani, ṣẹṣẹ gba iléèwé àgbà. Ó pàdé ọ̀rẹ́ rẹ̀ olódóògùn, Tolu níbè.

Ajani: Òótọ́ ni mo gbọ́ pé o ti di dokita báyìí?
Tolu: Bẹ́ẹ̀ ni o, mo ti parí èkó mi ní iléèwé àgbà.
Ajani: Kí ni èrò rẹ nípa àìsàn oníbàjẹ́ ní orílẹ̀-èdè wa?
Tolu:","Tolu: Òótọ́ ni pé àìsàn oníbàjẹ́ ń pọ̀ síi ní orílẹ̀-èdè wa, ṣùgbọ́n mo gbàgbọ́ pé pẹ̀lú ìwádìí tuntun àti ìmọ̀ tuntun, a lè kọjú sí i. Mo sì ṣetán láti ṣiṣẹ́ pẹ̀lú àwọn ẹlòmíràn láti wa ojútùú.
Ajani: Èyí túmọ̀ sí pé àwọn òdó yóò ní ìpàkípàọ̀ rere láti ṣe lórí ìsàn omi.
Tolu: Gbàmùgbàmù, a gbọdọ̀ ṣìṣe pọ̀ láti mú ayé wa dára.",,chat,self-instruct
"Ọ̀rẹ́ kan ń bá ọ̀rẹ́ rẹ̀ sọ̀rọ̀ nípa àyájọ́ ọjọ́ Ìbílẹ̀ tí wọn ṣẹ̀ṣẹ̀ lọ. 

Ọ̀rẹ́ 1: Ìrọ̀lẹ́ náà báwo ni? O dára bí o ti ṣe sọ?
Ọ̀rẹ́ 2:","Ọ̀rẹ́ 2: Bẹ́ẹ̀ ni, o dára gan-an. A jẹun, a jó, a sì gbádùn àwọn ìtàgé àtọ̀nà yìí. Ọlájúwọ̀n ló kọrin. 
Ọ̀rẹ́ 1: Aá, o dùn mí pé mo ṣe àìló̩. Ọjọ́ wo ní a lè ṣe irú èyí lẹ́ẹ̀kan síi?
Ọ̀rẹ́ 2: Má ṣe wàhálà, à ń gbèrò láti ṣe míì lóṣù tó ń bọ̀. Mo máa pe ọ́.",,chat,self-instruct
"Njẹ́ o mọ pé ọjọ́ ìbílẹ̀ẹ̀ ni òní fún Ayọ̀, ọ̀rẹ́ wa?

Ọrẹ́ 1: Bẹ́ẹ̀ni, ó yá, kí ni a lè ṣe láti ṣàṣeyọrí?
Ọrẹ́ 2: ","Ọrẹ́ 2: A lè ṣe àjọyọ̀ ọjọ́ ìbí náà ní ilé Ayọ̀ tàbí a yára lọ sí ibi kan tí ó dára. Kíni ìwọ rò?
Ọrẹ́ 1: Ìyẹn lè wùlò gan. Jẹ́ ká bẹ̀rẹ̀ sí ṣe ètò náà.",,chat,self-instruct
"Ni ọjọ́ isẹ́gun, awọn ọmọ iléèwé méjì ń ṣeré lọ́wọ́ lẹ́yìn tí wọ́n ti pari èkó fún ọjọ́ náà.

Q: Báwo ni iléèwé rẹ̀ ó ṣe lónìí?
A: O dára gan-an, a kọ́ ẹ̀kọ́ nípa àwọn àṣà àti ìtàn Yorùbá.
Q: Ó dùn mọ́ mi gan-an. Ṣé ẹ kọ́ nípa ọ̀rọ̀ kan pàtó?
A:","Q: Bẹ́ẹ̀ ni, a kọ́ nípa Moremi Ajasoro àti ìjàkàdì rẹ̀ láti gba ilé Ifẹ̀ padà lọ́wọ́ àwọn ọ̀ta.
A: Ìtàn náà wú mi lórí gan-an. Moremi jẹ́ apẹẹrẹ ìgboyà àti ìfẹ́ fún ìlú.
Q: Gangan, òótọ́ ni. Jówọ́, kí ni ẹ̀kọ́ pàtàkì tí ẹ̀yin kọ́ nínú ìtàn náà?
A: Láti jẹ́ aláàánú àti lágbára ní ìgbà ìṣòro. Pẹ̀lú ìgboyà àti ọgbọ́n, a lè ṣẹ̀gun àwọn ìṣòro ńlá.",,chat,self-instruct
"Nígbà tí ọmọ kan bá fẹ́ mọ nípa àṣà ìrànwọ́ lórí ilé Yorùbá:

Ọmọ: Bàbá, báwo ni àwọn Yorùbá ṣe máa ń ràn ara wọn lọ́wọ́ nígbà tí wọ́n bá ń kọ́ ilé?
Bàbá:","Bàbá: Ó dára tí o béèrè. Ní Yorùbá, a nílò ‘ọwọ́ lásán’ láti kọ́ ilé, èyí túmọ̀ sí wípé àwọn ọ̀rẹ́ àti ẹbí máa ń wá ṣe iranlọwọ láìsí owó. Wọ́n pè é ní ‘àrọ́yé’. Lẹ́yìn náà, a ó ṣe àjọyọ̀ tàbí ọ̀rọ̀ àgbéyèwò fáwọn tó bá wá ṣe iranlọwọ́.
Ọmọ: ",,chat,self-instruct
"Nígbà tí àwọn ènìyàn bá ń ṣe àyájọ́ ọjọ́ ìbí wọn, kí ni wọ́n máa ń ṣe ní ìlú Yorùbá?
","Ní ìlú Yorùbá, nígbà tí àwọn ènìyàn bá ń ṣe àyájọ́ ọjọ́ ìbí wọn, wọ́n máa ń sìn ọlọ́jọ́ ìbí lọ́pọ̀lọpọ̀. Wọ́n máa ń pè àwọn ọ̀rẹ́ àti mọ̀lẹ́bí, náà ní ṣíṣe àjọyọ̀ pẹ̀lú orin, ìjó, àwọn èso, bíi ìrẹsì, ẹran, àkàrà, àti èlà. Gbogbo èyí láti fi hàn ìfẹ́ àti àyọ̀ nípa ọjọ́ pàtàkì náà.",,chat,self-instruct
"Nígbà tí Ayọ̀ méjì bá ní àjọṣe tó gbóná, wọ́n máa n ṣe ètò àwọn ìrìnàjò pàtàkì lọ sí àwọn ibi tí wọ́n fẹ́ràn.

Ayọ̀ 1: Ẹni yòówù ká lọ sí àjàlùmọ̀ sí Olúmọ̀ róck ò? 
Ayọ̀ 2: Bẹ́ẹ̀ ni, mo gbàgbọ́ pé yóò jẹ́ ìrìn àjò alárinrin. Kíni àkókò tí a máa lọ?
Ayọ̀ 1:","Ayọ̀ 1: Èèyàn ni ìró ẹlẹ́ẹ̀kẹ́ẹ̀ta àárọ̀, kí wọn tó bẹ̀rẹ̀ ní gbọ́nà, a lè jáde láti ṣàbẹ̀wò si ojúde Olúmọ̀ láti ṣe àwọn àdúrà àti ìwúrí.
Ayọ̀ 2: Òótọ́ ni, àwọn àkókò yẹn ni àṣà wa máa ń gbé kálẹ̀ fún ìwúrí. Mo ti ń retí. 
Ayọ̀ 1: O dára, jẹ́ ká ṣètò náà dáadáa kí a lè ní iriri tó dára.",,chat,self-instruct
"Adiẹ ti sọnù lati agọ adiẹ. Alagbaa n wa a kiri. 

Alagbaa: Ẹ jọwọ, ṣe ẹ ri adiẹ kan tó sọnù? 
Ara ilu:","Ara ilu: Bẹẹni, mo ri adiẹ kan tó jẹ ibinu nla, tó si n fi ihoohun lẹnu lọ s'ọdọ Ọba. 
Alagbaa: O ṣeun pupọ. Èmi yóò lọ s'ọdọ Ọba lẹsẹkẹsẹ.",,chat,self-instruct
"Òré mi, mo gbọ́ pé o ń kéde ètò àwọn ìtàn àgbàláyé lágbàáyé, mo sì fẹ́ mọ bí o ṣe ń ṣe é.

Òré: Bẹ́ẹ̀ ni o, èmi ń kọ àwọn ìtàn orílẹ̀-èdè Yorùbá láti fihàn pé a ní ìròyìn àti àṣà tó lẹ́wà. Ó yá, kí ni èrò rẹ nípa èyí?

Òré mi:","Òré mi: Òtítọ́ ni pé èyí jẹ́ ìṣe pàtàkì gíga! Mo rò pé ìgbéga àṣà àti ìtàn Yorùbá yóò kó lónìí-ọǹgbà, àti pé àwọn ènìyàn máa ní ìfẹ̀ sí púpọ̀ jù lọ báyìí. Báwo ni mo ṣe lè dára pọ̀ mọ́ ètò yìí?

Òré: Ǹjẹ́ o lè kọ àwọn ìtàn tàbí fún wa ní àwọn èròjà àṣà fún ètò náà?",,chat,self-instruct
"Ọ̀rẹ́ méjì ń sọ̀rọ̀ nípa àyájọ́ Ìṣẹ́gun ní Nàìjíríà.

Ọrẹ́ 1: Ẹ kú àyájọ́ Ìṣẹ́gun, ọrẹ́ mi.
Ọrẹ́ 2: O ṣeun, ọrẹ́. Ìwọ náà pẹ̀lú. Ẹni bírẹ̀dí àti òyìnbó ọ̀tún, ẹ tún ríra ẹ́ lọ́lá?
Ọrẹ́ 1: ","Ọrẹ́ 1: Bẹ́ẹ̀ni o, àṣà ni. Àmọ́ sá, ìyàlẹ́nu ni pé mo parí ẹ̀kọ́ lórí ìtàn àwọn akọni Nàìjíríà tó jà fún òmìnira.
Ọrẹ́ 2: Ohùn yẹn dára gan, ṣé ó lè sọ fún mi díẹ̀ nípa wọn?",,chat,self-instruct
"Ọ̀rọ̀ ìwé ńlá kan ni Yẹmi àti Bola ń jíròrò lórí ìmọ̀ nípa ìtàn Yorùbá:

Yẹmi: Ẹ káàárọ̀ o. Ṣé o ti ka ìwé nípa Sàngó àti àwọn iyá rẹ̀?
Bola:","Bola: Bẹ́ẹ̀ ni, mo ti ka á. Ìtàn Sàngó dùn mí gan-an. Sàngó jẹ́ oba kan tí kò gbàgbé.
Yẹmi: Gbọ́n. Ó ní àgbára lórí iná àti mànàmáná. Kí ni èrò rẹ lórí ipa tí òrìṣà yìí kó nínú ìtàn Yorùbá?
",,chat,self-instruct
"Àgbàlagbà kan, Mama Àdùké, àti ọmọdékùnrin kan, Túndé, ń bá ara wọn sọ̀rọ̀ ní ojú́ òpópónà.

Mama Àdùké: Túndé bàbá ọ, báwo ni ilé-èkó̩ rẹ lonìí?
Túndé: ","Túndé: Ilé-èkó̩ mi dáradára, àti pé mo kọ èkó̩ tuntun nípa àṣà Yorùbá lonìí.
Mama Àdùké: Ó ṣé, mo dúpẹ́. Kí ni èkó̩ tuntun náà?
Túndé: Mo kọ nípa ère Ìjàpá àti Àjàpá. Ìjàpá jìjà dídùn.",,chat,self-instruct
"Nígbà tí Babá àgbà n sọ̀rọ̀ nípa àwọn òṣùpá àtijọ̀ lórílẹ̀ èdè Nàìjíríà:

Ọmọdékùnrin: Baba, èmi nífẹ̀ẹ́ sí ìtàn àwọn òṣùpá àtijọ̀ yìí, ṣé ẹ lè sọ diẹ̀ nípa wọn fún mi?
Babá àgbà: Bẹẹni o, ọmọ mi. Àwọn òṣùpá àtijọ̀... ","Babá àgbà: Àwọn òṣùpá àtijọ̀ yí ni àwọn Bàbá àti Ìyá wa n lò láti ṣètò ọjọ́ àti òṣù. Wọn tún lò wọn láti mọ ìgbà tó yẹ fún ìrẹsì, fífìn, àti ohun èlò míìràn.
Ọmọdékùnrin: Èyí tó gbajú mọ, baba! Mo wù mí láti mọ̀ sí i.",,chat,self-instruct
"Ògún làákàyè lórí ìjìnlè Yorùbá, ṣé o lè sọ fún mi nípa Oranmiyan?","Oranmiyan jẹ́ ọ̀kan lára àwọn ọba àkọ́kọ́ tó ṣe pàtàkì nínú ìtàn Yorùbá. Ó jẹ́ ọmọ Odùduwà, olùdásílẹ̀ Ìlú-Ifẹ̀. Oranmiyan tún gbé ilé ọba kalẹ̀ ní Oyo àti Benin. Ìtàn rẹ̀ jẹ́ mímọ́ fún ìran Yorùbá.",,chat,self-instruct
"Báwo ni òǹkà Yorùbá ṣe sọ pé ọjọ́ mẹ́rin là á máa fi tán àwọn iṣẹ́ agbègbè tí ó gbọdọ̀ ṣe?

Yẹmi: Mo gbọ́ pé a gbọ́dọ̀ ṣe àwọn iṣẹ́ agbègbè laarin ọjọ́ mẹ́rin, ṣùgbọ́n báwo ni òǹkà Yorùbá ṣe ń wáyé èyí gángan?
Yinka:","Yinka: Bẹ́ẹ̀ ni o, òǹkà Yorùbá sọ pé ‘Ọjọ́ kan kì í ṣe àwọ̀, ọjọ́ méjì kì í ṣe àte, ọjọ́ mẹ́ta kì í ṣe àgọ́, ọjọ́ kẹrin níkan ló gbé èédú márùn-ún dáni’. Èyí túmọ̀ sí pé àwọn iṣẹ́ gbódọ̀ wáyé láàárín ọjọ́ mẹ́rin ló pọ̀ jùlọ àti pé ìgbésẹ̀ gbọdọ̀ bẹ̀rẹ̀ láìpẹ́.
Yẹmi: Oò, èmi ye ó ní ìròyìn dáadáa. Aṣé àwọn òǹkà Yorùbá lẹ́kùn-ùnrẹ̀rẹ̀ ni.
Yinka: Bẹ́ẹ̀ ni, àṣà àti òǹkà lóríṣiríṣi ni ó mẹ́nú àwọn ìlànà àti ọgbọ́n ọjọ́ wa.",,chat,self-instruct
"Kola, báwo ni wọ́n ṣe ń ṣe àmàlà láìpẹ́ yìí ní ilé yín?

Kola: A dára púpọ̀ o, Bọ́lá. Ìwọ náà mọ̀ pé àmàlà tó dára gbọdọ̀ lóbe èlùbọ́.
Bọ́lá: Bẹ́ẹ̀ ni o, Kola. Ṣé ọ̀nà mìíràn wà láti ṣe èlùbọ́ yìí?
Kola:","Kola: Ààrin, a máa ń gbẹ èlùbọ́ lẹ́yìn tí a bá jáde kúrò nínú omi. Lẹ́yìn náà, a tẹ̀ lẹ́ lórí òkúta tàbí lilo èrọ. Òní láìlẹ́jòó, àwọn èrọ ìgbẹ̀lárúgẹ ní wọ́n ń lò, tí wọ́n sì tún gbóòrò síi.
Bọ́lá: Ó dára gan-an ni. Ìmọ̀ tuntun náà kí wọn máa lọ síwájú.",,chat,self-instruct
"Báwo ni ọjà Ìjàyè ṣe rí láàárọ̀ yìí?

Ọrẹ́ mi: Mo fẹ́ lọ sí ọjà Ìjàyè láti rà ẹja àti ọ̀pọ̀tọ̀.
Ìwọ: ","Ìwọ: Ọjà Ìjàyè dànràn lónìí. Àwọn ènìyàn púpọ̀ ló wà níbẹ̀ tí wọ́n ń wá ẹja tuntun àti ẹ̀fọ̀ rírò.
Ọrẹ́ mi: Ó dára. Mo nírètí pé mo lè rí ẹja tó dára àti ọ̀pọ̀tọ̀ tó nífẹ̀ẹ́.
Ìwọ: Dájúdájú, ìwọ yóò rí. Ṣùgbọ́n máa ṣọ́ra fún ìjámẹ̀ẹ̀rẹ. ",,chat,self-instruct
"Ọ̀dọ́mọdébìnrin kan n bá ọ̀rẹ́ rẹ̀ sọ̀rọ̀ nípa ayẹyẹ ọjọ́ ìbí rẹ̀ tó ń bọ̀.

Ọ̀dọ́mọdébìnrin: Ṣé o mọ pé ọjọ́ ìbí mi ń bọ̀ láìpẹ́? Mo fẹ́ ṣe ayẹyẹ nla.
Ọ̀rẹ́:","Ọ̀rẹ́: Báwo ni o ṣe fẹ́ ṣe é? Ṣe o ní ètò márùn-ún lórí rẹ̀?
Ọ̀dọ́mọdébìnrin: Bẹ́ẹ̀ ni, mo tí ni èrò láti pe òṣèré tíátà tí a máa ń rìn àjàkálẹ̀ àṣà Yorùbá.
Ọ̀rẹ́: Á, èyí yóò dára jù!",,chat,self-instruct
"Ọmọ ilé ìwé kan, Tọ́lá, àti ọ̀rẹ́ rẹ̀, Chukwudi, ń jíròrò lórí èrò àwọn nípa ìrìnàjò lọ sí Ilé-Ifẹ̀.

Tọ́lá: Sọ fún mi nípa Ilé-Ifẹ̀, ìlú àwọn òrìṣà.
Chukwudi: Ilé-Ifẹ̀ ni wọ́n ti rò pé ibi ìbẹ̀rẹ̀ gbogbo àwọn Yorùbá ni. Ó jẹ́ ilú tí ó kún fún ìtàn àti àṣà.
Tọ́lá: ","Tọ́lá: Mo ti gbọ́ nípa Óòni Ilé-Ifẹ̀, ṣé ó jẹ́ òtítọ́ pé Óòni jẹ́ ọba àwọn òrìṣà?
Chukwudi: Bẹ́ẹ̀ ni, Óòni Ilé-Ifẹ̀ jẹ́ ọ̀kan lára àwọn ọba tí ó ga jù lọ ní àṣà Yorùbá, àti pé a gbà wọ́n gbọ́ bi òrìṣà.",,chat,self-instruct
"Ọmọọdọ mi ni pé ó fẹ́ lọ sí ilé-ẹ̀kọ́ gíga lọdún tó ń bọ̀. 

Q: Kí ni ìmọ̀ràn tí o lè fún ọmọọdọ rẹ̀ nípa ètò ẹ̀kọ́ rẹ̀? 
A: Mo gbà wí pé kíkọ́ ni pàtàkì, kí o sì máa ṣiṣẹ́ takuntakun. Kí o máa ṣàlàyé àwọn àfojúsùn rẹ̀ fún àwọn olùkọ́ rẹ kí wọ́n lè ràn ọ́ lọ́wọ́. 
Q:","Q: Kíkúlẹ̀ wo ni ó yẹ kí ọmọọdọ mi tẹsíwájú lé lórí? 
A: O dáa láti tẹsíwájú lé lórí kíkúlẹ̀ tí ó jẹ mọ́ ọkàn rẹ. Kí o sì gbìyànjú láti mọ̀ nípa àwọn àṣà, èdè àtí ìtàn agbègbè náà kí ó lè dára pọ̀ mọ́ àwọn ènìyàn ibẹ̀. 
Q: Ó dára, mo ní ìrètí pé ìmọ̀ràn yìí yóò ràn án lọ́wọ́. Èmi àti ìyàwó mi yóò tẹ̀lé ìmọ̀ràn rẹ. À ṣe àdúrà pé kí ètò ẹ̀kọ́ rẹ̀ máa lọ ní rere.",,chat,self-instruct
"Báwo ni àwọn ọmọ Yorùbá ṣe ń kí ara wọn ní òwúrọ̀?

Adésíná: Ẹ káàárọ̀ o, Ìyá Àgbà.
Ìyá Àgbà: Ẹ káàárọ̀ o, Adésíná. Ọjọ́ náà n kọjá lọ bí?
Adésíná: ","Adésíná: A dúpẹ́, Ìyá. Nǹkan n lọ dáadáa.
Ìyá Àgbà: Ọlọ́run a ṣeun. Ṣé ọjà lásán ni ẹ lọ ni òní?
Adésíná: Bẹ́ẹ̀ ni, Ìyá. A n lọ sí ọjà lónìí.",,chat,self-instruct
"Adigun ṣèrànwọ́ fún aládùúgbò rẹ̀, Iya Agba, láti mú omi wá láti kànga ní òwúrọ̀.

Adigun: Ẹ káàárọ̀ o, Iya Agba. Báwo ni yín? 
Iya Agba: Káàárọ̀ o, Adigun. À dára o, mo dúpẹ́. Inú omi tí a mú wá yìí dára bíi?
Adigun: ","Adigun: Bẹ́ẹ̀ ni, Iya Agba. Omi náà mókìkí, kò sí àtẹ́gun tàbí èérí nínú. 
Iya Agba: Ẹ ṣé o, Adigun. Ó dára pé ẹ jẹ́ ìrànlọ́wọ́ fún mi ní òwúrọ̀ yìí.
Adigun: Kò sí ṣíṣe. Mo ní ìdùnnú láti ṣe ìrànlọ́wọ́.",,chat,self-instruct
"Báwo ni àwọn ìròyìn ti àná ń lọ̀ lọdọ̀ rẹ i?

Ọgbẹni Ade: Mo dùn nú mi lẹ́nu nítorí pé mo jẹ́rìí sí àwọn ìṣẹ̀lẹ̀ rere kan.
Alájọbí:","Alájọbí: Irú èyí bíi wo ni ọ? A nílò àwọn ìròyìn rere láti gbé ẹ̀mí wa ró.
Ọgbẹni Ade: Lóòótọ́, òkan lára wọn ni pé ilé iṣẹ́ tuntun kan ti ṣí sílẹ̀ ní àgbègbè wa, èyí tó ń pèsè àwọn iṣẹ́ tuntun.
Alájọbí: Èyí ṣe pàtàkì gan-an. Èkó pàtàkì nìkan láti fi hàn pé àgbéga ṣì wà láàrin wa.",,chat,self-instruct
"Asiwaju Bola kúnlé wà láti ọjọ́ iwájú pẹ̀lú ìròyìn tuntun ní ìpàdé àgbàáyé:

Asiwaju: Ẹ kú ààbọ̀, ẹyin ènìyàn mi.
Alágbà: Ẹ kúu sewa o, Asiwaju. Kí ló dé ní ìpàdé àgbàáyé?
Asiwaju: ","Asiwaju: Òótọ́ ni. A gbọdọ̀ ṣiṣẹ́ takuntakun láti mú àwọn ètò ìjọba wa dára síi ní ilẹ̀ Yorùbá.
Alágbà: Bẹ́ẹ̀ ni o, Asiwaju. Agbára ti wà ní ìwà ipoṣẹ.",,chat,self-instruct
"Ṣe àgbéyẹ̀wò eré yìí jẹ́ rere tàbí burú?

Àgbéyẹ̀wò eré: Eré ṣíṣe tó fakọyọ, ìdarí tó fi òye hàn ṣùgbọ́n ìtàn yìí kò fi bẹ́ẹ̀ wúni lórí. Mo ní láti sí a sì àkáǹtì kí n lè ṣe àgbéyẹ̀wô eré yìí. Iṣẹ́ yìí rẹwà púpọ̀.",Àgbéyẹ̀wò eré yìí jẹ́ rere.,"movie review: Eré ṣíṣe tó fakọyọ, ìdarí tó fi òye hàn ṣùgbọ́n ìtàn yìí kò fi bẹ́ẹ̀ wúni lórí. 
Mo ní láti sí a sì àkáǹtì kí n lè ṣe àgbéyẹ̀wô eré yìí. Iṣẹ́ yìí rẹwà púpọ̀. 

sentiment: positive
",classification,yosm.csv
"Ṣe atunyẹwo fiimu yii jẹ rere tabi búburú?

Atunyẹwo fiimu: ""Eré gidi tí màá fẹ́ láti rí ìtẹ̀síwájú rẹ̀ ni eré yìí jẹ́.""",Atunyẹwo fiimu naa jẹ rere.,"movie review: Eré gidi tí màá fẹ́ láti rí ìtẹ̀síwájú rẹ̀ ni eré yìí jẹ́. 
sentiment: positive
",classification,yosm.csv
"Ṣe atunyẹwo eré yìí jẹ́ rere tàbí odi?

Atunyẹwo: Nǹkan kan tí ó mo fẹ́ràn nínú eré yìí ni bí a ṣe sọ ìtàn rẹ̀ àti bí àwọn òṣèré ṣe túmọ̀ rẹ̀. Ó yẹ kí a gbé oríyìn fún àwọn òǹkọ̀tàn, olùdarí, àti àwọn a yàwòrán fún làálàá wọn lórí iṣẹ́ yìí.",Atunyẹwo naa jẹ́ rere.,"movie review: Nǹkan kan tí ó mo fẹ́ràn nínú eré yìí ni bí a ṣe sọ ìtàn rẹ̀ àti bí àwọn òṣèré ṣe túmọ̀ rẹ̀. Ó yẹ kí a gbé oríyìn fún àwọn òǹkọ̀tàn, olùdarí, àti àwọn a yàwòrán fún làálàá wọn lórí iṣẹ́ yìí. 
sentiment: positive
",classification,yosm.csv
"Ṣe ìwé ìròyìn fiìmù yìí jẹ́ rere tàbí burú?

Atunwo fiimu: ""Tí o bá gbádùn 'Godfather', a jẹ́ pé wà á gbádùn èyí. Ìtàn eré náà rẹwà bẹẹni ẹ̀hun rẹ̀ pàápàá lọ́wọ́ ẹ̀yìn wúni lórí jọjọ ṣùgbọ́n àwọn abala kan wà tí kò lè ṣẹlẹ̀ lójú ayé. Èyí sì ni àléébù tí eré yìí ni. Àmọ́ ju gbogbo rẹ̀ lọ àhunpọ̀ itan yìí fakíki.""",Ìwé ìròyìn fiìmù naa jẹ rere.,"movie review: Tí o bá gbádùn ""Godfather"", a jẹ́ pé wà á gbádùn èyí. Ìtàn eré náà rẹwà bẹẹni ẹ̀hun rẹ̀ pàápàá lọ́wọ́ ẹ̀yìn wúni lórí jọjọ ṣùgbọ́n àwọn abala kan wà tí kò lè ṣẹlẹ̀ lójú ayé. Èyí sì ni àléébù tí eré yìí ni. Àmọ́ ju gbogbo rẹ̀ lọ àhunpọ̀ itan yìí fakíki. 
sentiment: positive
",classification,yosm.csv
"Ṣe atunyẹwo fiimu yii n ṣe afihan itan-akọọlẹ ojulowo tabi aṣa ilẹ Yoruba?

Atunwo fiimu: Màá fún ere yìí ni ẹẹ́sàn lórí òṣùwọ̀n Nollywood nítorí ìtàn ere náà jẹ àrà ọ̀tọ, bẹ́ẹni àgbéjáde rẹ̀ tó jẹ́ kó yàtọ̀ sí gbogbo àwọn eré àgbéléwò yòókù ni ilẹ̀ Nàìjíríà.","Bẹ́ẹ̀ni, atunyẹwo fiimu n ṣe afihan aṣa ilẹ Yoruba nítorí ìtàn àti ìgbéjáde rẹ̀ fi hàn pé ó yàtọ̀ sáwọn tí a màá ń rí ní Nollywood, tí ó sìn túmọ̀ sí wípé ó gba aṣa àti itan-akọọlẹ ojulowo ilẹ Yoruba là.","movie review: Màá fún ere yìí ni ẹẹ́sàn an lórí òṣùwọ̀n Nollywood nítorí ìtàn ere náà jẹ àrà ọ̀tọ, bẹ́ẹni àgbéjáde rẹ̀ tó jẹ́ kó yàtọ̀ sí gbogbo àwọn eré àgbéléwò yòókù ni ilẹ̀ Nàìjíríà 
sentiment: positive
",classification,yosm.csv
"Kí ni ìdáhùn rẹ sí atunyẹwò fiimu náà?

Atunwo fiimu: ""Ìyàwó mi ló sọ fún mi nípa ere yìí. Ere gidi tí a fi ọgbọ́n sàgbékalẹ̀ rẹ ni. Àwọn akópa ṣeré náà dáadáa bẹ́ẹ̀ sì ni àgbéjáde rẹ wuyì.",Atunyẹwo fiimu jẹ rere.,"movie review: Ìyàwó mi ló sọ fún mi nípa ere yìí. Ere gidi tí a fi ọgbọ́n sàgbékalẹ̀ rẹ ni. Àwọn akópa ṣeré náà dáadáa bẹ́ẹ̀ sì ni àgbéjáde rẹ wuyì. 
sentiment: positive
",classification,yosm.csv
"Ṣé atunyẹwo fiimu yii jẹ rere tabi ibi?

Atunwo fiimu: ""Eré ṣíṣe tó fakọyọ, ìdarí tó fi òye hàn ṣùgbọ́n ìtàn yìí kò fi bẹ́ẹ̀ wúni lórí. Mo ní láti sí a sì àkáǹtì kí n lè ṣe àgbéyẹ̀wô eré yìí. Iṣẹ́ yìí rẹwà púpọ̀.""",Atunwo fiimu jẹ rere.,"movie review: Eré ṣíṣe tó fakọyọ, ìdarí tó fi òye hàn ṣùgbọ́n ìtàn yìí kò fi bẹ́ẹ̀ wúni lórí. 
Mo ní láti sí a sì àkáǹtì kí n lè ṣe àgbéyẹ̀wô eré yìí. Iṣẹ́ yìí rẹwà púpọ̀.

sentiment: positive
",classification,yosm.csv
"Ṣe àtúnṣe fiimu 'Isoken' ṣàfihàn àṣà Yorùbá ní òtítọ́?

Atunwo fiimu: 'Isoken' jẹ́ eré tí ó ṣe àfihàn àṣà àti igbesi aye awọn eniyan Yorùbá pẹlu ìtàn tí ó lẹ mọ́ ọkàn àti èdùn ọkàn. O tún ṣàfihan ẹwà aṣọ Yorùbá àtí àwọn iṣe ìbílẹ̀ tí a mọ́ sí àṣà wa.","Bẹ́ẹ̀ ni, àtúnṣe fiimu 'Isoken' ṣàfihàn àṣà Yorùbá ní òtítọ́.","movie review: Ọ̀kan lára fíìmù tí a ṣe tó dára jù ni ọdún 2017 ni “Isoken”. Ere yìí sàfihàn àṣà tó wà ní agbègbè orílè-èdè tí a ti se é jáde. Àlàkalẹ̀ eré naa ati, ìgbàwòran jáde, àti àwọ̀ àti aṣọ ló se àfihàn àṣà ìbílẹ̀ ni. Ère yìí tún ní ọ̀kan ò jọ̀kan abala ti tó lè pa ènìyàn lẹrin ín. 
sentiment: positive
",classification,yosm.csv
"Ṣe atunyẹwo fíìmù yìí dára tàbí burú?

Atunyẹwo: Gbogbo abala ere yìí ló dára. Ìbá dára tí a bá lè rí apá kejì rẹ̀.",Atunyẹwo fíìmù yìí jẹ́ dára.,"movie review: Gbogbo abala ere yìí ló dára. Ìbá dára tí a bá lè rí apá kejì rẹ̀. 
sentiment: positive
",classification,yosm.csv
"Ṣe àkọsílẹ tí a fi sílẹ̀ yìí fi hàn pé fíìmù náà rere tàbí burú?

Atunyẹwo fiimu: ""Tipátipá ni a fi lè rí ojú ìṣẹ́jú márùn-ún tí kò pa ènìyàn lẹ́rìn-ín. N kò rò pé ere àgbéléwò kankan wà ní Nàìjíríà tó lè borí fíìmù yìí. Iṣẹ́ eré yìí kúnjú òṣùwọ̀n.""",Atunyẹwo fiimu fi hàn pé fíìmù náà rere.,"movie review: Tipátipá ni a fi lè rí ojú ìṣẹ́jú márùn-ún tí kò pa ènìyàn lẹ́rìn-ín. N kò rò pé ere àgbéléwò kankan wà ní Nàìjíríà tó lè borí fíìmù yìí. Iṣẹ́ eré yìí kúnjú òṣùwọ̀n.
sentiment: positive
",classification,yosm.csv
"Kí ni èrò àwọn ènìyàn lórí àtúnyẹ̀wò fíìmù yìí?

Atúnyẹ̀wò: 'Mo fẹ́ràn ere yìí. Mo gbádùn ara mi dáadáa bí ó tilẹ̀ jẹ́ pé ó ní àwọn àléébù díẹ̀, ó sì dára láti wò.'",Èrò àwọn ènìyàn lórí àtúnyẹ̀wò fíìmù yìí tí ṣe àfihàn jẹ́ rere.,"movie review: Mo fẹ́ràn ere yìí. Mo gbádùn ara mi dáadáa bí ó tilẹ̀ jẹ́ pé ó ní àwọn àléébù díẹ̀, ó sì dára láti wò.
sentiment: positive
",classification,yosm.csv
