variable_1,variable_2
Abiyamọ́ ṣọwọ́ kòtò lu ọmọ-ọ rẹ̀.,Discretion is the better part of discipline.
Abiyamọ kì í rìn kó ṣánwọ́ ahá.,She must be prepared to nurse the baby.
Olójúkan kì í tàkìtì òró.,One should limit one's ambition to one's capability.
Ẹ̀ṣọ́ kì í gba ọfà lẹ́hìn; iwájú gangan ní ńfi-í gba ọgbẹ́.,One must act in a manner that befits one's station.
Ìwọ̀fà ní ḿmú ìwọ̀fà jó.,People should know who share their station and confine their dealings with them.
Dídán lẹyẹlé ńdán kú.,"An observation that a person's reputation cannot be tarnished, or a wish that it never be tarnished."
Ẹni tí a fẹ́-ẹ́ sunjẹ kì í fepo para lọ jókòó sídìí iná.,One should not facilitate one's own undoing.
Aláṣọ àlà kì í jókòó sísọ̀ elépo.,One should not expose oneself to abuse or danger.
Ẹni tí iṣẹ́ ńpa-á yá ju ẹni tí ìṣẹ́ ńpa.,Better to succumb to overwork or occupational hazards than to succumb to poverty.
Ẹni tí à ḿbọ́ ò mọ̀ pé ìyàn-án mú.,A person who has no responsibilities does not appreciate the efforts of those who have.
"Ẹni tí a lù lógbòó mẹ́fà, tí a ní kó fiyèdénú: ìgbà tí kò fiyèdénú ńkọ́?",A victim with no access to any remedy needs no advice to let matters drop.
Ẹni tí a ò fẹ́ nílùú kì í jó lójú agbo.,A person not wanted in a group should keep a low profile.
Ẹni tí a fẹ́ yàtọ̀ sí ẹni tó ní kò sí irú òun.,One's worth is more a matter of what other people think of one than what one thinks of oneself.
Ẹni à bá tà ká fowó-o rẹ̀ ra èbù: ó ní èlé òún kó ọ̀ọ́dúnrún.,A person considered worthless and expendable makes claims to equal rights.
Ojú ò rọ́lá rí; ó bímọ ẹ̀ ó sọ ọ́ ní Ọláníyọnu.,The nouveau riche will always call attention to themselves with their ostentatious consumption.
"Ẹlẹ́ẹ̀ẹ́dẹ́ ńlọ ẹ̀ẹ́dẹ́, o ní “Ẹ̀ẹ́dẹ́gbẹ̀ta ni àbí ẹ̀ẹ́dẹ́gbẹ̀fà?”; èwo lo gbé níbẹ̀?",A person who is too inquisitive about other people's affairs raises suspicions about his or her motives.
"Ọmọ tí yó jẹ̀ẹ́ àṣàmú, kékeré ní ńtií nṣẹnu ṣámú-ṣámú.",Childhood shows the adult.
"Akíni ńjẹ́ akíni; afinihàn ńjẹ́ afinihàn; èwo ni “Ọ kú, ará Ìjàyè!” lójúde Ògúnmọ́lá?",One should not do evil to others in the guise of being good to them.
"Èèyàn-án ní òun ó bà ọ́ jẹ́ o ní kò tó bẹ́ẹ̀; bí ó bá ní o ò nùdí, ẹni mélòó lo máa fẹ fùrọ̀ hàn?",No one is immune to malicious defamation.
Ẹni tí a lè gbé kì í dawọ́.,There is no point in resisting the irresistible.
Ẹni tí ò fẹ́-ẹ́ wọ àkísà kì í bá ajá ṣe eré-e géle.,People should avoid situations that might earn them disgrace.
Ẹni tí a bá ti rí kì í tún ba mọ́lẹ̀ mọ́.,"Once the damage is done, prevention comes too late."
Eléwe-é ní iyènú; àìní mọ ìwà-á hù.,One should live up to one's responsibilities.
Ẹní gúnyán kalẹ̀ yóò júbà ọbẹ̀.,The prudent person cultivates the source of what he/she needs.
Aláṣọ-kan kì í ná ànárẹ.,A person with meagre resources should husband them judiciously.
Aláṣọ-kan kì í ṣeré òjò.,See the preceding entry.
Olóbìnrin kan kì í pagbo ìja.,A person who does not have enough helping hands should not embark on ventures that are too ambitious.
"Ẹni tí a nà ní kùm̀mọ̀ mẹ́fà, tó ní ọ̀kan ṣoṣo ló ba òun, níbo nìyókùú sọnù sí?",A person who tries to minimize his or her obvious misfortune deceives no one.
"Ọ̀pẹ̀lẹ̀ èèyàn, bí a ò bá gbé e lulẹ̀, kò níí lè fọhùn ire.",Some people respond only to force.
A-ṣúra-mú ò tẹ́ bọ̀rọ̀.,People take one as one presents oneself.
Ẹni tí kò tó gèlètè kì í mí fìn-ìn.,One should match one's strutting to one's accomplishment.
Ẹni tí ò tóni-í nà ò gbọdọ̀ ṣe kọ́-ń-dú síni.,People should not challenge forces they cannot withstand.
Olówe laláṣẹ̀ ọ̀rọ̀.,There is no authority like proverbial authority.
"Ẹni tí kò lè gbé eèrà, tí ńkùsà sí erin, títẹ́ ní ńtẹ́.",One should know one's capabilities and limit oneself to what one can accomplish.
Ẹni à bá tà ká fowó-o rẹ̀ ra àtùpà: ó ní òun à-jí-tanná-wò-lóru.,A person most unwanted in a company regards himself/herself as the soul of the party.
Ẹni à bá tà ká fowó-o rẹ̀ ra àdá: ó ní ìyà àdá ńjẹ òun.,A person who is only most grudgingly tolerated in a company complains about his lack of privileges.
Apẹ́ẹ́jẹ kì í jẹ ìbàjẹ́.,Those who are patient will have the best of things.
A-pẹ́-ẹ́-jẹ kì í jẹ ìbàjẹ́.,Those who are patient will have the best of things.
"Ẹni tí a ṣe lóore tí kò dúpẹ́, bí ọlọ́ṣà-á kóni lẹ́rù ni.",Ingratitude is comparable to robbery.
Ẹni tí à ńwò láwò-sunkún ńwo ara-a rẹ̀ láwò-rẹ́rìnín.,The miserable person has no notion of his own miserableness.
"Ẹni tí a ò fẹ́, àlọ́ ò kàn án.",A person not wanted in a group should not press his or her rights.
"Ẹni tí kíkí-i rẹ̀ ò yóni, àìkí-i rẹ̀ ò lè pani lébi.",A person whose benevolence has little effect on one's fortune cannot affect one with his/her malevolence.
Alákatam̀pò ojú ò lè ta ẹran pa.,The most vicious of looks cannot kill.
"Ọmọrí odó pani lọ́tọ̀, ká tó wí pé ká kùn ún lóògùn.","Overkill is pointless. Also, if a situation is dangerous enough as it is, one should not aggravate it by acting provocatively."
Ẹlẹ́dẹ̀ ò mẹ̀yẹ.,Some people do not know fitting behavior.
Àpò tí a kò fi ọwọ́ ẹni dá ṣòro-ó kiwọ́ bọ̀.,One should keep one's hands to one's own pockets.
Aboyún kì í jó bẹ̀m̀bẹ́; a-bodò-ikùn-kẹ̀rẹ̀bẹ̀tẹ̀.,One should match one's actions to one's circumstances.
Àwòrò tí a ò bá lù kì í luni.,A person who wants to be respected must respect others.
"Ọ̀rọ̀ kì í gbórín ká fi ọ̀bẹ bù ú, ẹnu la fi ńwí i.",The weightiest problem is resolvable through discussion and negotiation.
"Ọ̀ràn fini dùgbẹ̀-dùgbẹ̀ yinni nù; ọ̀ràn fini dùgbẹ̀-dùgbẹ̀ bí ẹnipé kò ní í tán; ọ̀ràn ḿbọ̀ wá tán; ojú á tẹlẹ́gàn, a sì ti ẹni tí ńyọnusọ.","However terrible one's problems, they will cease and leave one in better shape than one's enemies would like."
"Ọ̀rọ̀ tó dojú rú di ti ọlọ́rọ̀, ayé á dẹ̀hìn.",People will help one only so far; in the end each person must confront his/her problems alone.
Ẹnu ehoro ò gba ìjánu.,Do not adopt an inappropriate remedy for a problem.
Àkísà aṣọ la fi ńṣe òṣùká.,One's most valuable possessions are not for careless use.
Àgbò ò ṣéé mú; ọ̀dá ò ṣéé mú; ohun gbogbo ní ńtóbi lójú ahun.,Expect no favor from a miser.
Ìbìsẹ́hín àgbò kì í ṣojo.,One should not mistake a person's deliberateness before acting as indecisiveness.
Kóǹkólóyo: èyí tó ní tèmi.,"However small it is “usually a child”, one is glad to have it."
Olówó pèlù o ò jó; ọjọ́ wo lo máa rówó pe tìẹ?,One should take advantage of every opportunity to supply one's deficiencies.
"A dẹ́bọ fún igúnnugún, ó ní òun kò rú; a dẹ́bọ fún àkàlà, ó ní òun kò rú; a dẹ́bọ fún ẹyẹlé, ẹyẹlé gbẹ́bọ, ó rúbọ.","The vulture and the ground-hornbill are unfortunate in comparison with the pigeon, because they did not carry out the prescribed sacrifice."
Àkèekèé ò ṣé-é dì níbò.,Some matters call for extreme caution.
"Àkèekèé ta Kindo lẹpọ̀n, ará ilée Labata ńrojú; kí ló kàn án níbẹ̀?",One should not take on matters that are not one's business.
Èèyàn tí ò nítìjú ojú kan ni ìbá ní; a gbórín a tó tẹṣin.,Human endowments are wasted on graceless people.
Aláìnítìjú lọ kú sílé àna-a rẹ̀.,One should never demean oneself with unbecoming actions.
Ganganran ò ṣéé kì mọ́lẹ̀; a-gúnni-lọ́wọ́-bíi-ṣoṣoro.,Dangerous things must be handled very carefully.
"Pa á ní ńjẹ́ ọgbẹ́, tiiri níńjẹ ọfà; bí a bá ta á ṣe là ńwá a; bí a ò bá wá a a dẹran ìdin.",Always follow through in your pursuits.
Àkọ̀ tó bá bá ọ̀bẹ dìtẹ̀ á gbọgbẹ́ láti inú.,Never court the anger of a person in a position to inflict injury on you.
Àgùntàn ò jí ní kùtùkùyù ṣe ẹnu bọbọ.,One should not dawdle in the morning.
Àgùntàn ò jí ní kùtùkùyù ṣe ẹnu bọbọ.,One should not dawdle in the morning.
Ọ̀nà ẹ̀bùrú dá ọwọ́ olúwa-a ẹ̀ tẹlẹ̀.,There are perils to taking paths one is not familiar with.
Ebè kan ṣoṣo àkùrọ́ kúrò ní “Mo fẹ́rẹ̀ẹ́ ṣíwọ́.”,The first step is not nearly the completion of a long journey.
"Bí ẹrú yó bàá jẹ ìfun, ibi ẹ̀dọ̀ ní-í tí ḿbẹ̀rẹ̀.",One must endure unpleasantness before achieving one's ends.
"Ọmọdé kékeré ò mọ ogun, ó ní kógun ó wá, ó ní bógún bá dé òun a kó síyàrá ìyá òun.",Ignorance often leads people to bite off much more than they can chew.
Ọmọdé kì í mọ àkókò tí kúrò-kúròó fi ńkúrò.,Youth is a stranger to etiquette or protocol.
Òrìṣà kékeré ò ṣé-é há ní párá.,Some things may seem insignificant but yet must not be taken lightly.
Obì kékeré kọjá òkúta ńlá.,A small gift is better than none at all.
Kékeré egbò ní ngba ewé iyá; àgbà egbò ní ńgba ẹ̀gbẹ̀sì; tilé-wà-tọ̀nà-wá egbò ní ńgba ìgàn aṣọ.,Remedies must fit the complaint.
"Ìgbín tó ńjẹ̀ ní màfọ̀n, tí ò kúrò ní màfọ̀n, ewé àfọ̀n ni wọn ó fi dì í dele.","One should know when to quit, or else one would wind up in trouble."
Ejò kì í ti ojú Ààrẹ gun ọgbà lọ.,One does not permit disaster on one's watch; one must live up to the expectations of one's position.
Ejò-ó rí ihò tó há ó kó wọ̀ ọ́; ìyá-a rẹ̀-ẹ́ lọ́wọ́ àti fà á yọ?,One had better be certain that one would be able to extricate oneself before one ventures into tight spots.
Ìkọ́ kì í kọ́ ejò lẹ́sẹ̀.,One will remain invulnerable to any danger.
"Orin tí ò ṣoro-ó dá kì í ṣòro-ó gbè; bí ó bá ní “héééé,” à ní “háááá.”",One expends on a task only the amount of effort commensurate with it.
Ọbẹ̀ kì í gbé inú àgbà mì.,An elder should know how to keep confidences.
Òkò àbínújù kì í pẹyẹ.,Whatever one does in anger is liable to go awry.
"Àjòjí lójú, ṣùgbọ́n kò fi ríran.",A stranger's eyes are blind to the intricacies of his new surroundings.
Àlejò tó bèèrè ọ̀nà kò níí sọnù.,One should be willing to admit one's ignorance and seek direction.
Ìjà ní ńpa onítìjú; ogun ní ḿpa alágbára.,One should not rather court danger or disaster simply to avoid losing face.
"Ààrẹ àgòrò tó bá gbójú, tòun tolúwa rẹ̀ lẹgbẹ́ra.",Audaciousness will get one one's way.
"Iṣẹ́ tí a kò ránni, òun ìyà ló jọ ńrìn.",One usually rues doing things one has no business doing.
"Olé tó jí kàkàkí, níbo ni yó ti fọn ọ́n?",One should not waste one's efforts chasing something one can never use.
Àgbọ́kànlé ò pani lébi.,One's reserve guarantees one's supplies.
Ohun tí kò tó okòó kì í jẹ àgbà níyà.,One should not be defeated by insignificant problems.
Ẹgbẹ̀rún eèrà ò lè gbé ṣúgà; wọ́n ó kàn tò yí i ká lásán ni.,Some tasks are beyond certain people.
Ẹgbẹ̀rún ẹja ò lè dẹ́rù pa odò.,It is futile to attempt to overwhelm an invincible person.
"Eegbọ́n so mọ́ àyìnrín lẹ́nu, a ní kí adìẹ wá yán an jẹ; adìẹ́ mọ̀ pé òun náà oúnjẹ àyìnrín.",One wastes one's time inviting others to endanger themselves.
A-ṣòwò-ọṣẹ kì í pa owó ńla.,One's success cannot exceed one's enterprise.
Ẹ̀bìtì ò peèrà tó ṣe pẹ̀lẹ́pẹ̀lẹ́; ẹnu ẹni níńpani.,The cautious will live long on the earth; the incautious engineers his or her own death.
A-bayé-jẹ́ kò ṣéé fìdí ọ̀ràn hàn.,One should keep one's secrets from treacherous people.
Igi kì í dá lóko kó pa ará ilé.,Disaster cannot befall a person who is not in an exposed position.
"Ìtàkùn tó tó ọ̀pẹ kò tó pé kérin má lọ; ìtàkùn tó pé kérin má lọ Àlọ́, tòun terin ní ńlọ.",A powerless person will not stop a mighty person from doing what he wants; if he attempts to he invites suffering for himself.
A-binú-fùfù ní ńwá oúnjẹ fún a-binú-wẹ́rẹ́-wẹ́rẹ́.,Whatever good fortune might have been meant for the volatile person will wind up in the lot of the mild-mannered person.
Alágbàfọ̀ kì í bá odò ṣọ̀tá.,One does not turn one's back on one's means of livelihood.
Aláṣedànù tí ńfajá ṣọdẹ ẹja.,It is folly to employ an impossible tool for a given task.
Àpà èèyàn ò mọ̀ pé ohun tó pọ̀-ọ́ lè tán.,A wastrel knows no thrift.
Amùṣùà àgbẹ̀ tí ńgbin kókò.,It is a wastrel farmer that plants cocoyams.
Èrò kì í mọ ibùsọ̀ kọ́rùn ó wọ̀ ọ́.,One measures one's exertions to suit one's capacity.
Alákòró kì í sá fógun.,A warrior does not run from battle.
Àgbà òṣìkà ńgbin ìyà sílẹ̀ de ọmọ-ọ rẹ̀.,One's character often affects the fortunes of one's children.
Àgbà òṣìkà ńgbin ìyà sílẹ̀ de ọmọọ rẹ̀.,One's character often affects the fortunes of one's children.
Ọlọgbọ́n ọmọ ní ḿmú inú-u bàbá ẹ̀ dùn; aṣiwèrè ọmọ ní ḿba inú ìyá ẹ̀ jẹ́.,Every parent would prefer a wise child to an idiot.
"Àjẹ́ ńké, òkùnrùn ò paradà; ó lówó ẹbọ nílé.",One needs not fear a scourge for which one has the remedy.
"Obìnrin-ín re ilé àlè, ó fi ilé ìyá ẹ̀ tan ọkọ jẹ.",Legitimate pursuits often serve as cover for illegitimate ones.
Obínrin-ín bímo fún ọ o ní o ò rínú ẹ̀; o fẹ́ kó o nífun ni?,"People's actions are enough, without accompanying words, to prove the extent of their commitment to one."
Obìnrin ò gbé ibi tó máa rọ̀ ọ́ lọ́rùn.,Women seldom know until it is too late which home would best suit them.
Obìnrin-ín pẹ́ lọ́jà ó fìgbójú wọlé.,An offender will try to ward off criticism by first going on the offensive.
"Obìnrin tó bímọ tó bí olómitútù, wàhálà ọkọ ẹ̀-ẹ́ dínkù; kò ní já ewé mọ́, bẹ́ẹ̀ni kò ní wa egbò.",A considerate woman is the joy of her husband.
"Obìnrin tó gégi nígbó Orò, ó gé àgémọ.",Whoever tempts a fate that is known to strike unfailingly has tempted his/her last.
Obìnrin abàlèmẹ́fà: àlè mẹ́fà ò mọ ara wọn.,Women are past mistresses of deceit.
"Làálàá tó ròkè, ilẹ̀ ní ḿbọ̀.",No difficulty is without its end.
Oúnjẹ ọmọ kékeré a máa wọ àgbà nínú; òrùka ọmọ kékeré ni kì í wọ ágbá lọ́wọ́.,"An elder may take advantage of the youth in certain respects, but in some others an elder must respect his status."
À-bí-ì-kọ́; à-kọ́-ì-gbà; òde ló ti ńkọ́gbọ́n wálé.,Look well to your child's upbringing.
"A-ti-ara-ẹni-roni, ajá ọdẹ.",The hunter's dog would do well to place itself in the shoes of the animals it hunts.
Atẹ̀hìnrọ́gbọ́n agétí ajá; a gé e létí tán ó fabẹ pamọ́.,Prevention makes sense only before the disaster.
"A-ṣoore-jókòó-tì-í, bí aláìṣe ni.",One should not dwell on what favor one has done.
"A-jí-má-bọ̀ọ́jú, tí ńfi ojú àná wòran.",A person who does not keep his eyes peeled for developments is ever behind times.
